"id","Ammonium ( uM )","Avg_Chloro ( mg/m3 )","Avg_Phaeo ( mg/m3 )","Chl1 ( mg/m3 )","Chl2 ( mg/m3 )","Nitrate ( uM )","Nitrite ( uM )","Nitrite_Nitrate ( uM )","pDA ( ng/mL )","Phaeo1 ( mg/m3 )","Phaeo2 ( mg/m3 )","Phosphate ( uM )","Silicate ( uM )","Temp ( Celsius )","Salinity ( PSS )"
"HABs-NewportPier_2009-03-17T07:00:00Z",2.29,10.33,1.12,10.3,10.35,0.38,0,0.38,0,1.69,0.54,0.3,1.96,15.5,NA
"HABs-NewportPier_2009-03-24T07:00:00Z",5.92,5.65,2.93,6.25,5.04,8.62,0.57,9.19,0,3.32,2.53,0.94,11.1,13.5,NA
"HABs-NewportPier_2009-04-01T07:00:00Z",1.82,8.57,2.38,8.81,8.33,0.81,0,0.81,0,2.3,2.46,0.36,8.52,15,NA
"HABs-NewportPier_2009-04-06T07:00:00Z",4.89,1.63,0.985,1.68,1.57,0.88,0.13,1.01,0,1.01,0.96,0.47,5.51,15,NA
"HABs-NewportPier_2009-04-14T07:00:00Z",1.83,12.76,1.59,13.28,12.23,0.59,0,0.59,0,0.99,2.18,0.3,3.42,15.5,NA
"HABs-NewportPier_2009-04-20T07:00:00Z",2.52,14.81,2.14,16.53,13.08,0.61,0,0.61,0,2.22,2.06,0.3,5.36,15,NA
"HABs-NewportPier_2009-04-27T07:00:00Z",1.76,11.94,3.44,11.67,12.2,0.51,0,0.51,3.04,3.51,3.36,0.24,0,16,NA
"HABs-NewportPier_2009-05-05T07:00:00Z",1.58,7.65,7.24,4.15,11.15,0.91,0,0.91,0.25,9.55,4.93,0.23,0,16.5,NA
"HABs-NewportPier_2009-05-11T07:00:00Z",3.29,4.81,3.26,4.28,5.34,0.62,0,0.62,0.06,3.33,3.18,0.17,0,18,NA
"HABs-NewportPier_2009-05-18T07:00:00Z",1.46,4.37,2.93,3.97,4.76,0.61,0,0.61,0,2.48,3.37,0.17,0,20,NA
"HABs-NewportPier_2009-05-28T07:00:00Z",2.96,5.96,1.12,5.55,6.37,0.82,0.11,0.92,0,0.96,1.27,0.44,3.91,NA,NA
"HABs-NewportPier_2009-06-02T07:00:00Z",2.01,4.18,1.16,3.99,4.36,1.86,0.17,2.03,0.04,1.17,1.15,0.42,6.08,17,NA
"HABs-NewportPier_2009-06-08T07:00:00Z",2.58,4.27,1.4,4.02,4.52,3.12,0.12,3.24,0.08,1.48,1.31,0.35,5.43,16.5,NA
"HABs-NewportPier_2009-06-15T07:00:00Z",1.56,2.23,1.21,1.97,2.48,1.18,0.22,1.4,0.04,1.24,1.17,0.39,4.36,17,NA
"HABs-NewportPier_2009-06-22T07:00:00Z",1.79,2.37,1.24,2.4,2.33,0.63,0,0.63,0,1.26,1.21,0.39,4.88,19.5,NA
"HABs-NewportPier_2009-06-29T07:00:00Z",1.72,14.98,-3.53,15.78,14.17,0.94,0.13,1.07,0,-4.02,-3.03,0.5,6.11,17.5,NA
"HABs-NewportPier_2009-07-06T07:00:00Z",1.42,4.32,1.09,4.39,4.24,1.1,0,1.1,0,1,1.17,0.46,7.55,16,NA
"HABs-NewportPier_2009-07-13T07:00:00Z",2.34,2.31,0.8,2.18,2.43,0.84,0.15,0.99,0,0.83,0.76,0.31,1.01,21,NA
"HABs-NewportPier_2009-07-20T07:00:00Z",1.73,2.04,0.81,1.96,2.11,0.54,0.15,0.69,0,0.88,0.73,0.25,0,21,NA
"HABs-NewportPier_2009-07-27T07:00:00Z",1.08,1.7,0.75,1.52,1.87,0.45,0.13,0.58,0,0.68,0.82,0.22,0,23,NA
"HABs-NewportPier_2009-08-03T07:00:00Z",2.39,1.88,1.11,1.75,2.01,3.12,0.27,3.39,0,1.11,1.11,0.39,2.83,22,NA
"HABs-NewportPier_2009-08-11T07:00:00Z",1.89,3.07,0.45,2.88,3.26,0.67,0.15,0.82,0,0.69,0.21,0.3,1.41,19.5,NA
"HABs-NewportPier_2009-08-17T07:00:00Z",0.47,1.65,0.47,1.57,1.73,0.29,0,0.29,0,0.38,0.55,0.24,1.03,21.5,NA
"HABs-NewportPier_2009-08-25T07:00:00Z",2.18,1.87,0.92,1.89,1.84,0.98,0.28,1.26,0,0.91,0.92,0.28,1.27,20,NA
"HABs-NewportPier_2009-09-02T07:00:00Z",1.26,1.23,0.51,1.24,1.21,0.5,0.11,0.61,0,0.49,0.53,0.25,1.96,23,NA
"HABs-NewportPier_2009-09-09T07:00:00Z",1.55,1.59,0.55,1.66,1.51,0.57,0,0.57,0,0.61,0.49,0.22,1.05,24,NA
"HABs-NewportPier_2009-09-14T07:00:00Z",1.17,1.17,0.61,1.24,1.1,0.62,0,0.62,0,0.63,0.58,0.24,0,22,NA
"HABs-NewportPier_2009-09-22T07:00:00Z",1.43,1.13,2.18,1.8,0.46,0.46,0.1,0.56,0,1.48,2.88,0.33,1.62,21,NA
"HABs-NewportPier_2009-09-28T07:00:00Z",1.51,2.68,0.68,2.79,2.56,0.57,0,0.57,0,0.59,0.77,0.27,1.27,21,NA
"HABs-NewportPier_2009-10-05T07:00:00Z",1.63,3.39,1.14,3.27,3.5,0.57,0,0.57,0,1.16,1.12,0.4,2.4,19.5,NA
"HABs-NewportPier_2009-10-13T07:00:00Z",1.9,1.96,0.86,1.97,1.94,0.59,0,0.59,0,0.88,0.84,0.39,3.29,19,NA
"HABs-NewportPier_2009-10-19T07:00:00Z",1.42,3.58,1.13,3.65,3.5,0.28,0,0.28,0,1.08,1.17,0.29,2.35,21,NA
"HABs-NewportPier_2009-10-27T07:00:00Z",2.02,0.75,0.43,0.85,0.65,0.69,0.16,0.85,0,0.43,0.43,0.33,1.2,20,NA
"HABs-NewportPier_2009-11-03T08:00:00Z",1.53,5.71,0.06,5.83,5.58,0.36,0.14,0.5,0,-0.49,0.61,0.39,3.27,16,NA
"HABs-NewportPier_2009-11-10T08:00:00Z",2.21,1.36,1.34,1.45,1.26,0.71,0,0.71,0,1.28,1.4,1.82,2.99,17,NA
"HABs-NewportPier_2009-11-18T08:00:00Z",1.65,1.55,0.45,1.55,NA,0.48,0.11,0.59,0,0.45,NA,0.28,8.96,17,NA
"HABs-NewportPier_2009-11-24T08:00:00Z",2.33,6.35,0.57,6.28,6.41,0.65,0.27,0.92,0,0.33,0.81,0.24,2.72,17.5,NA
"HABs-NewportPier_2009-11-30T08:00:00Z",2.12,4.99,0.84,4.76,5.21,0.51,0.11,0.62,0,0.85,0.83,0.32,4.26,16,NA
"HABs-NewportPier_2009-12-07T08:00:00Z",2.18,2.2,0.94,2.24,2.15,0.52,0.11,0.63,0,1.01,0.87,0.29,2.34,16,NA
"HABs-NewportPier_2009-12-15T08:00:00Z",1.98,1.6,0.85,NA,1.6,0.59,0.11,0.7,0,NA,0.85,0.27,2.9,15.5,NA
"HABs-NewportPier_2009-12-21T08:00:00Z",2.38,25.81,0.33,26.86,24.75,0.56,0.36,0.92,0,0.19,0.47,0.19,1.89,16,NA
"HABs-NewportPier_2010-01-06T08:00:00Z",1.74,1.45,0.74,1.47,1.43,0.43,0,0.43,0,0.68,0.8,0.23,2.79,15.5,NA
"HABs-NewportPier_2010-01-12T08:00:00Z",1.38,0.71,0.38,0.74,0.68,0.43,0.13,0.56,0,0.44,0.31,0.2,1.33,16,NA
"HABs-NewportPier_2010-01-20T08:00:00Z",2.61,1.57,1.71,1.7,1.44,0.84,0.17,1.01,0,1.8,1.62,0.29,2.86,16,NA
"HABs-NewportPier_2010-01-25T08:00:00Z",2.7,1.04,1.16,1.15,0.93,1.12,0.21,1.33,0,1.18,1.13,0.36,3.53,16,NA
"HABs-NewportPier_2010-02-01T08:00:00Z",2.39,6.21,1.92,5.93,6.48,1.51,0.28,1.79,0,1.88,1.95,0.35,4.59,15.5,NA
"HABs-NewportPier_2010-02-08T08:00:00Z",2.01,1.42,1.39,1.3,1.54,2.45,0.3,2.75,0,1.44,1.33,0.45,3.71,15,NA
"HABs-NewportPier_2010-02-15T08:00:00Z",1.9,10.84,1.18,10.85,10.82,1.73,0.29,2.02,0,2.01,0.35,0.35,3.17,16,NA
"HABs-NewportPier_2010-02-22T08:00:00Z",1.78,5.81,2.92,5.84,5.77,1.17,0.15,1.32,0,2.75,3.09,0.22,2.7,16,NA
"HABs-NewportPier_2010-03-01T08:00:00Z",3.39,9.1,-2.07,7.98,10.22,1.93,0.62,2.55,0,0.2,-4.34,0.37,3.44,16,NA
"HABs-NewportPier_2010-03-08T08:00:00Z",1.51,4.9,2.1,4.98,4.82,5.05,0.18,5.23,0,2.07,2.13,0.63,7.88,16,NA
"HABs-NewportPier_2010-03-15T07:00:00Z",1.65,11.57,0.29,11.81,11.33,1.56,0.13,1.69,0,0.32,0.25,0.23,2.25,15,NA
"HABs-NewportPier_2010-03-22T07:00:00Z",1.06,5.48,1.25,5.7,5.25,0.53,0,0.53,0.06,1.03,1.47,0.18,0,15,NA
"HABs-NewportPier_2010-03-31T07:00:00Z",3.07,11.85,-0.16,12.04,11.66,0.47,0.29,0.76,0,-0.69,0.38,0.27,1.94,16.5,NA
"HABs-NewportPier_2010-04-05T07:00:00Z",4.18,2.48,1.29,2.34,2.62,1.01,0.46,1.47,0,1.26,1.31,0.23,2.34,16.5,NA
"HABs-NewportPier_2010-04-12T07:00:00Z",1.62,1.02,1.54,1.02,1.02,0.49,0,0.49,0,1.51,1.56,0.25,2.68,16.5,NA
"HABs-NewportPier_2010-04-18T07:00:00Z",1.41,3.78,0.4,3.74,3.82,0.36,0,0.36,0,0.33,0.46,0.34,4.31,18,NA
"HABs-NewportPier_2010-04-26T07:00:00Z",1.62,11.42,0.57,10.65,12.19,7.05,0.55,7.6,0,0.4,0.73,0.4,9.04,15,NA
"HABs-NewportPier_2010-05-03T07:00:00Z",1.25,10.1,1.25,10.65,9.55,0.41,0.31,0.72,0.1,1.46,1.03,0.18,0,15,NA
"HABs-NewportPier_2010-05-10T07:00:00Z",1.78,6.51,2.88,6.3,6.71,0.27,0.18,0.45,0.1,2.99,2.77,0.2,0,16.5,NA
"HABs-NewportPier_2010-05-17T07:00:00Z",3.62,2.23,1.02,2.12,2.34,0.89,0.62,1.51,0,1.26,0.77,0.19,1.29,17,NA
"HABs-NewportPier_2010-05-24T07:00:00Z",2.47,3.03,1.8,2.83,3.22,7.94,0.4,8.34,0,1.64,1.95,0.66,7.82,14,NA
"HABs-NewportPier_2010-06-02T07:00:00Z",1.48,6.7,2.17,6.76,6.64,0.48,0,0.48,0,2.11,2.23,0.21,5.83,19,NA
"HABs-NewportPier_2010-06-10T07:00:00Z",1.71,2.81,-0.46,3.02,2.6,0.73,0,0.73,0,-0.73,-0.19,0.23,2.5,19,NA
"HABs-NewportPier_2010-06-16T07:00:00Z",2.69,5.26,0.03,5.62,4.9,0.77,0.24,1.01,0.04,0.21,-0.16,0.16,3.09,20,NA
"HABs-NewportPier_2010-06-22T07:00:00Z",2.56,9.93,-0.76,9.74,10.11,0.53,0.36,0.89,0.09,-1.21,-0.3,0.11,2.4,20.5,NA
"HABs-NewportPier_2010-06-28T07:00:00Z",0.32,1.89,1.21,2.22,1.55,0,0,0,0,1.07,1.34,0.17,5.51,20,NA
"HABs-NewportPier_2010-07-06T07:00:00Z",1.95,0.85,0.23,0.88,0.82,0.54,0,0.54,0.05,0.14,0.32,0.22,2.31,19,NA
"HABs-NewportPier_2010-07-12T07:00:00Z",1.76,5.08,-1.74,4.86,5.3,0.37,0,0.37,0,-1.61,-1.87,0.16,3.55,19.5,NA
"HABs-NewportPier_2010-07-19T07:00:00Z",6.02,1.29,0.59,1.31,1.27,0.97,0.29,1.26,0,0.53,0.64,0.16,3.48,20,NA
"HABs-NewportPier_2010-07-28T07:00:00Z",1.89,2.13,1.15,1.97,2.29,0.21,0.11,0.32,0.34,1.26,1.04,0.25,4.56,18,NA
"HABs-NewportPier_2010-08-03T07:00:00Z",4.66,4.95,1.71,4.91,4.99,0.38,0.38,0.76,0.05,1.82,1.6,0.17,1.41,17,NA
"HABs-NewportPier_2010-08-09T07:00:00Z",1.47,1.15,1.55,1.12,1.18,0.29,0,0.29,0.06,1.6,1.5,0.19,3.73,19,NA
"HABs-NewportPier_2010-08-18T07:00:00Z",1.86,8.66,-1.71,7.37,9.95,0.84,0,0.84,0.07,0.53,-3.95,0.16,0,17.5,NA
"HABs-NewportPier_2010-08-25T07:00:00Z",1.63,1.61,1.14,1.64,1.58,0.56,0,0.56,0,1.17,1.11,0.22,5.29,18,NA
"HABs-NewportPier_2010-08-30T07:00:00Z",1.37,1.29,0.71,1.25,1.33,0.73,0.11,0.84,0,0.69,0.72,0.22,5.26,19.5,NA
"HABs-NewportPier_2010-09-09T07:00:00Z",4.53,1.44,1.66,1.22,1.66,4.01,0.26,4.27,0,1.98,1.34,0.63,5,19.5,NA
"HABs-NewportPier_2010-09-13T07:00:00Z",3.48,1.53,0.98,1.56,1.49,0.78,0,0.78,0,1.05,0.91,0.27,1.76,16,NA
"HABs-NewportPier_2010-09-20T07:00:00Z",2.87,3.31,1.1,3.18,3.43,0.52,0.19,0.71,0,0.96,1.23,0.15,0,17.5,NA
"HABs-NewportPier_2010-09-27T07:00:00Z",1.59,5.65,-2.23,6.09,5.21,0.57,0,0.57,0,-2.31,-2.15,0.2,2.16,20,NA
"HABs-NewportPier_2010-10-04T07:00:00Z",1.86,2.71,0.95,2.84,2.57,0.28,0.26,0.54,0.06,0.91,0.99,0.23,2.43,19.5,NA
"HABs-NewportPier_2010-10-13T07:00:00Z",1.49,1.4,0.78,1.53,1.27,0.29,0.12,0.41,0,0.75,0.81,0.16,1.22,20,NA
"HABs-NewportPier_2010-10-19T07:00:00Z",2.99,1.65,1.69,1.5,1.79,0.95,0.1,1.05,0,1.57,1.81,0.27,2.15,19,NA
"HABs-NewportPier_2010-10-25T07:00:00Z",1.77,3.2,1.33,3.09,3.3,0.65,0,0.65,0,1.26,1.4,0.24,2.78,20,NA
"HABs-NewportPier_2010-11-01T07:00:00Z",2.03,2.6,1.17,2.82,2.37,1.03,0.14,1.17,0,1.13,1.21,0.28,2.34,17.5,NA
"HABs-NewportPier_2010-11-08T08:00:00Z",1.29,3.94,0.83,3.91,3.97,0.65,0.12,0.77,0,0.71,0.95,0.23,2.45,18,NA
"HABs-NewportPier_2010-11-15T08:00:00Z",1.78,3.75,-0.8,3.86,3.63,0.46,0,0.46,0,-0.81,-0.79,0.2,2.55,17.5,NA
"HABs-NewportPier_2010-11-29T08:00:00Z",4.33,5.61,2.31,5.35,5.86,11.64,0.36,12,0,3.04,1.58,1.08,11.7,11.5,NA
"HABs-NewportPier_2010-12-06T08:00:00Z",1.65,37.19,-3.32,38.97,35.4,0.49,0,0.49,0.07,-4.07,-2.57,0.29,0,15,NA
"HABs-NewportPier_2010-12-13T08:00:00Z",1.79,2.64,1.49,2.78,2.49,0.54,0,0.54,0.06,1.57,1.41,0.31,1.9,16,NA
"HABs-NewportPier_2010-12-20T08:00:00Z",1.75,2.14,1.355,2.14,2.14,1.75,0.15,1.9,0,1.52,1.19,0.52,3.4,14.3,NA
"HABs-NewportPier_2011-01-03T08:00:00Z",2.01,7.58,0.77,7.13,8.03,2.41,0.15,2.56,0.05,1.14,0.4,0.51,5.14,13,NA
"HABs-NewportPier_2011-01-10T08:00:00Z",2.24,3.23,0.89,3.06,3.39,0.85,0.12,0.97,0,0.96,0.82,0.3,2.11,13.8,NA
"HABs-NewportPier_2011-01-17T08:00:00Z",3.06,5.48,0.55,5.9,5.04,1.28,0.14,1.42,0,0.63,0.47,0.35,2.71,15,NA
"HABs-NewportPier_2011-01-24T08:00:00Z",0.45,4.78,1.17,4.62,4.94,0.26,0,0.26,0,1.32,1.02,0.19,0,16,NA
"HABs-NewportPier_2011-01-31T08:00:00Z",0.85,9.17,2.14,9.01,9.32,0.55,0.1,0.65,0,2.87,1.41,0.34,1.34,16,NA
"HABs-NewportPier_2011-02-07T08:00:00Z",0.4,2.51,1.01,2.28,2.74,0.28,0,0.28,0,1.01,1,0.22,1.02,17,NA
"HABs-NewportPier_2011-02-14T08:00:00Z",2.36,1.6,1.21,1.83,1.37,0.41,0,0.41,0,1.12,1.3,0.24,1,15.5,NA
"HABs-NewportPier_2011-02-22T08:00:00Z",1.89,9.19,0.63,10.34,8.04,1.2,0,1.2,0,0.35,0.91,0.29,1.29,15.5,NA
"HABs-NewportPier_2011-03-01T08:00:00Z",0.93,5.54,1.21,5.98,5.1,2.43,0.11,2.54,0.05,0.99,1.42,0.36,3.71,15.5,NA
"HABs-NewportPier_2011-03-08T08:00:00Z",3.33,5.95,2.85,6.3,5.6,12.01,0.39,12.4,0.1,2.54,3.16,1.01,10.9,13.5,NA
"HABs-NewportPier_2011-03-14T07:00:00Z",2,6.28,3.16,4.67,7.89,0.61,0,0.61,0.05,3.54,2.77,0.42,1.6,15,NA
"HABs-NewportPier_2011-03-21T07:00:00Z",1.2,2.12,0.64,2.05,2.19,1.89,0,1.89,0,0.74,0.54,0.43,3.11,14.5,NA
"HABs-NewportPier_2011-03-28T07:00:00Z",3.38,4.02,2.05,NA,4.02,1.96,0,1.96,0,NA,2.05,0.31,7.44,16,NA
"HABs-NewportPier_2011-04-04T07:00:00Z",2.41,2.5,1.47,2.62,2.37,0.4,0,0.4,0,1.59,1.34,0.25,4.61,17,NA
"HABs-NewportPier_2011-04-11T07:00:00Z",0.62,9.45,1.95,9.46,9.44,0.65,0,0.65,0,2.41,1.49,0.18,1.78,16,NA
"HABs-NewportPier_2011-04-18T07:00:00Z",1.27,7.66,3.4,8.54,6.78,0,0,0,0.49,3.46,3.33,0.16,0,17,NA
"HABs-NewportPier_2011-04-25T07:00:00Z",4.34,4.03,2.03,3.95,4.1,1.64,0.17,1.81,0,1.99,2.06,0.28,4.03,18,NA
"HABs-NewportPier_2011-05-02T07:00:00Z",4.06,6.9,2.4,7.35,6.44,13.19,0.31,13.5,0,2.35,2.44,1.23,13.6,14,NA
"HABs-NewportPier_2011-05-09T07:00:00Z",4.44,10.76,7.39,10.04,11.47,1.59,0,1.59,0,7.29,7.49,0.66,5.18,17,NA
"HABs-NewportPier_2011-05-16T07:00:00Z",1.96,3.83,2.16,4.43,3.23,2.63,0.16,2.79,0,1.73,2.58,0.54,7.7,16.5,NA
"HABs-NewportPier_2011-05-23T07:00:00Z",1.25,2.77,1.34,3.1,2.44,0.35,0,0.35,0,1.45,1.23,0.26,3.54,18,NA
"HABs-NewportPier_2011-05-31T07:00:00Z",1.03,9.03,0.78,7.77,10.29,5.98,0.17,6.15,0.11,1.34,0.21,0.57,7.03,15,NA
"HABs-NewportPier_2011-06-06T07:00:00Z",0.8,8.79,1.99,9.29,8.28,0,0,0,0.05,2.16,1.81,0.12,1.09,17.5,NA
"HABs-NewportPier_2011-06-13T07:00:00Z",0.64,2.53,0.33,2.62,2.44,0,0,0,0,0.27,0.38,0.13,0,19,NA
"HABs-NewportPier_2011-06-21T07:00:00Z",1.31,0.54,5.93,0.68,0.4,0,0,0,0,5.6,6.25,0.23,1.24,19.5,NA
"HABs-NewportPier_2011-06-27T07:00:00Z",11.7,2.35,0.72,2.36,2.33,0.22,NA,0.22,0,0.65,0.79,0.16,1.91,20,NA
"HABs-NewportPier_2011-07-05T07:00:00Z",17.9,2.58,0.84,2.81,2.34,0,NA,0,0,0.9,0.77,0.17,3.9,23,NA
"HABs-NewportPier_2011-07-11T07:00:00Z",31.6,2.06,0.58,2.01,2.1,0,NA,0,0,0.6,0.56,0.22,3.79,20,NA
"HABs-NewportPier_2011-07-18T07:00:00Z",11.9,2.73,0.81,2.72,2.74,0,NA,0,0,1.12,0.49,0.28,4.4,20.5,NA
"HABs-NewportPier_2011-07-25T07:00:00Z",28.5,2.16,0.69,2.14,2.17,0,NA,0,0,0.66,0.72,0.25,3.91,21,NA
"HABs-NewportPier_2011-08-01T07:00:00Z",27.9,3.05,2.11,2.8,3.29,0.98,NA,0.98,0,2.94,1.27,0.34,2.87,16.5,NA
"HABs-NewportPier_2011-08-08T07:00:00Z",12.9,2.49,0.84,2.47,2.5,0,NA,0,0,0.8,0.88,0.2,0,18.5,NA
"HABs-NewportPier_2011-08-15T07:00:00Z",10.1,1.24,0.8,1.2,1.28,0,NA,0,0,0.61,0.99,0.22,1.85,20.5,NA
"HABs-NewportPier_2011-08-22T07:00:00Z",77,1.66,0.85,1.63,1.68,0,NA,0,0,0.83,0.86,0.17,0,21,NA
"HABs-NewportPier_2011-08-29T07:00:00Z",2.44,2.06,0.8,1.93,2.19,0.22,0,0.22,0,0.91,0.69,0.3,4.29,19.5,NA
"HABs-NewportPier_2011-09-07T07:00:00Z",2.53,3.82,1.65,4.54,3.09,0,0,0,0,0.85,2.45,0.27,6,18,NA
"HABs-NewportPier_2011-09-12T07:00:00Z",0.77,1.25,0.36,1.11,1.39,0,0,0,0,0.4,0.31,0.2,2.15,20,NA
"HABs-NewportPier_2011-09-19T07:00:00Z",1.11,2.6,2.59,2.88,2.31,0,0,0,0,2.7,2.48,0.23,1.48,19,NA
"HABs-NewportPier_2011-09-27T07:00:00Z",2.22,0.14,3.02,0.15,0.12,0,0,0,0,2.76,3.27,0.2,3.59,19,NA
"HABs-NewportPier_2011-10-03T07:00:00Z",13.2,3.2,8.77,NA,3.2,0,0,0,NA,NA,8.77,0.25,4.09,19,NA
"HABs-NewportPier_2011-10-10T07:00:00Z",0.93,2.09,1.57,2.73,1.44,0,0,0,0.04,1.15,1.98,0.23,2.44,19,NA
"HABs-NewportPier_2011-10-17T07:00:00Z",17.9,1.4,0.68,1.45,1.35,0.25,0.11,0.36,0,0.79,0.57,0.24,1.64,18.5,NA
"HABs-NewportPier_2011-10-24T07:00:00Z",1.2,1.7,0.8,1.65,1.74,0.23,0,0.23,0,0.75,0.84,0.17,1.9,18,NA
"HABs-NewportPier_2011-10-31T07:00:00Z",3.66,1.84,0.8,1.91,1.76,0.25,0,0.25,0,0.93,0.66,0.24,2.77,17,NA
"HABs-NewportPier_2011-11-07T08:00:00Z",3.57,3.04,1.62,3.07,3.01,0.42,0,0.42,0,1.51,1.73,0.35,2.48,16.5,NA
"HABs-NewportPier_2011-11-14T08:00:00Z",3.32,0.6,0.27,0.65,0.55,0.26,0,0.26,0,0.22,0.31,0.27,2.11,17.5,NA
"HABs-NewportPier_2011-11-21T08:00:00Z",0.73,2.64,0.7,2.66,2.62,0,0,0,0,0.69,0.7,0.21,0,17,NA
"HABs-NewportPier_2011-11-28T08:00:00Z",0.98,3.87,1.4,4.07,3.66,0.22,0,0.22,0.05,1.54,1.26,0.2,0,17,NA
"HABs-NewportPier_2011-12-05T08:00:00Z",0.21,1.29,0.57,1.19,1.39,0,0,0,0,0.58,0.56,0.21,0,15.5,NA
"HABs-NewportPier_2011-12-12T08:00:00Z",0.24,2.53,1.04,2.71,2.34,0.31,0,0.31,0,1.02,1.06,0.23,0,15,NA
"HABs-NewportPier_2011-12-19T08:00:00Z",4.4,0.05,1.83,0.05,0.05,0.48,0,0.48,0,1.94,1.71,0.33,2.08,14,NA
"HABs-NewportPier_2012-01-03T08:00:00Z",0.77,2.13,0.78,2.21,2.04,0.68,0.1,0.21,0,0.88,0.68,0.31,2.79,14,NA
"HABs-NewportPier_2012-01-09T08:00:00Z",0.77,1.83,1.1,1.8,1.85,0.27,0,0.27,0,1.24,0.96,0.28,3.7,16,NA
"HABs-NewportPier_2012-01-17T08:00:00Z",0.47,6.16,1.41,NA,6.16,0,0,0,0.084,NA,1.41,0.22,0,14,NA
"HABs-NewportPier_2012-01-23T08:00:00Z",0.57,0.62,0.95,0.94,0.3,0,0.1,0,0,0.61,1.29,0.15,1.38,15,NA
"HABs-NewportPier_2012-01-30T08:00:00Z",1.35,3.26,1.36,NA,3.26,0.28,0,0.28,0.068,NA,1.36,0.16,0,15,NA
"HABs-NewportPier_2012-02-06T08:00:00Z",0.77,2.49,0.66,2.54,2.44,0.27,0,0,0.06,0.4,0.91,0.28,3.7,16,NA
"HABs-NewportPier_2012-02-13T08:00:00Z",0.47,4.5,3.83,3.6,5.39,0,0,0.62,0,3.85,3.8,0.22,0,16,NA
"HABs-NewportPier_2012-02-21T08:00:00Z",0.57,2.75,2.09,2.78,2.71,0,0.1,4.06,0,3.11,1.06,0.15,1.38,13,NA
"HABs-NewportPier_2012-02-27T08:00:00Z",1.35,2.39,0.7,2.42,2.35,0.28,0,1.33,0,0.65,0.75,0.16,0,15,NA
"HABs-NewportPier_2012-03-05T08:00:00Z",0.49,7.86,2.52,8.2,7.51,0,0,0.6,0,2.45,2.59,0.14,0,16,NA
"HABs-NewportPier_2012-03-12T07:00:00Z",0.43,14.07,3.88,13.83,14.31,0.62,0,0.61,0,3.24,4.52,0.27,1.21,14,NA
"HABs-NewportPier_2012-03-19T07:00:00Z",3.8,8.67,6.1,8.64,8.7,5.83,0.27,8.26,0,5.61,6.58,0.43,6.04,13.5,NA
"HABs-NewportPier_2012-03-26T07:00:00Z",0.52,3.18,0.34,3.46,2.89,1.33,0,2.24,0,0.61,0.06,0.21,1.95,15,NA
"HABs-NewportPier_2012-04-02T07:00:00Z",2.74,13.2,5.27,13.2,13.2,0.6,0,2.09,0.05,6.17,4.36,0,0,15,NA
"HABs-NewportPier_2012-04-09T07:00:00Z",2.31,4.04,1.88,4.17,3.91,0.61,0,0.95,0,1.99,1.76,0.17,4.07,16,NA
"HABs-NewportPier_2012-04-16T07:00:00Z",2.66,9.97,3.59,9.72,10.21,3.37,0.22,3.54,0.63,4.16,3.01,0.81,8.83,15,NA
"HABs-NewportPier_2012-04-23T07:00:00Z",3.6,3.25,2.33,3.22,3.28,2.22,0.11,0.2,0.07,2.52,2.14,0.46,1.95,17,NA
"HABs-NewportPier_2012-05-01T07:00:00Z",1.25,3.06,0.93,2.87,3.24,0.32,0,0.32,0.19,0.71,1.15,0.17,0,15.5,NA
"HABs-NewportPier_2012-05-07T07:00:00Z",1.51,0.96,0.82,1.04,0.88,0.42,0,0.42,0,0.78,0.86,0.22,1.01,17,NA
"HABs-NewportPier_2012-05-14T07:00:00Z",3.08,2.94,NA,2.95,2.92,1.06,0.1,1.16,0,NA,NA,0.43,2.3,18,NA
"HABs-NewportPier_2012-05-21T07:00:00Z",1.58,3.9,NA,3.9,3.9,0.48,0,0.48,0,NA,NA,0.33,1.95,19.5,NA
"HABs-NewportPier_2012-05-29T07:00:00Z",3.18,2.93,NA,2.77,3.08,0.39,0,0.39,0,NA,NA,0.27,0,18.5,NA
"HABs-NewportPier_2012-06-04T07:00:00Z",1.4,3.44,NA,3.4,3.47,0.4,0.11,0.51,0,NA,NA,0.28,0,20,NA
"HABs-NewportPier_2012-06-11T07:00:00Z",4.82,1.36,NA,1.45,1.27,1.17,0,1.17,0,NA,NA,0.37,1.63,21.5,NA
"HABs-NewportPier_2012-06-18T07:00:00Z",1.98,0.29,NA,0.29,0.29,0.43,0.1,0.53,0,NA,NA,0.39,1.78,20,NA
"HABs-NewportPier_2012-06-25T07:00:00Z",0.52,3.27,NA,3.27,3.27,0.24,0,0.24,0,NA,NA,0.22,3.54,18,NA
"HABs-NewportPier_2012-07-02T07:00:00Z",1.98,4.82,NA,4.82,4.82,0.58,0,0.58,0.1,NA,NA,0.16,1.41,19,NA
"HABs-NewportPier_2012-07-09T07:00:00Z",2.28,3.11,NA,3.11,3.11,2.37,0,2.37,0,NA,NA,0.23,0,19,NA
"HABs-NewportPier_2012-07-16T07:00:00Z",2.34,1.27,NA,1.27,1.27,0.55,0.11,0.66,0,NA,NA,0.14,0,20,NA
"HABs-NewportPier_2012-07-23T07:00:00Z",2.05,1.33,NA,1.33,1.33,0.57,0,0.57,0,NA,NA,0.27,0,21,NA
