"NAME","Latitude","Longitude","Poverty","Labor Force","Housing Characteristics","Population Composition","Personal Disruption","Housing Disruption","Retiree Migration","Urban Sprawl","Commercial Engagement","Commercial Reliance","Recreational Engagement","Recreational Reliance","Sea Level Rise Risk","Storm Surge Risk","Poverty Categorical Ranking","Labor Force Categorical Ranking","Housing Characteristics Categorical Ranking","Population Composition Categorical Ranking","Personal Disruption Categorical Ranking","Housing Disruption Categorical Ranking","Retiree Migration Categorical Ranking","Urban Sprawl Categorical Ranking","Commercial Engagement Categorical Ranking","Commercial Reliance Categorical Ranking","Recreational Engagement Categorical Ranking","Recreational Reliance Categorical Ranking","Sea Level Rise Risk Categorical Ranking","Storm Surge Risk Categorical Ranking"
"Scotia",40.4788133,-124.1046506,"0.723","-0.415","0.992","1.53","0.998","N/A","-1.746","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",3,1,3,4,3,0,1,0,1,1,0,0,1,0
"Seacliff",36.976627,-121.9183586,"-0.629","-0.164","-0.43","-0.323","-0.704","N/A","-0.323","N/A","-0.157","-0.088","N/A","N/A","-0.297","N/A",1,1,1,1,1,0,1,0,1,1,0,0,1,0
"Sea Ranch",38.7430394,-123.4764179,"0.209","2.202","-0.29","-0.839","-0.647","N/A","2.773","N/A","-0.157","-0.088","N/A","N/A","-0.304","N/A",2,4,1,1,1,0,4,0,1,1,0,0,1,0
"Sereno del Mar",38.3836712,-123.0731482,"0.745","0.854","1.219","-1.594","-0.404","N/A","1.005","N/A","-0.157","-0.088","N/A","N/A","-0.308","N/A",3,3,4,1,1,0,4,0,1,1,0,0,1,0
"Shandon",35.6536085,-120.3831476,"0.404","-0.455","-0.045","0.967","0.667","0.625","-1.021","-0.91","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,1,3,3,3,1,1,1,1,0,0,1,0
"Shell Ridge",37.9059196,-122.0343938,"-1.074","-0.527","-0.725","0.45","-1.25","N/A","-0.305","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,0,1,0,1,1,0,0,1,0
"Shelter Cove",40.0389543,-124.0558247,"-1.074","1.186","0.745","-1.508","0.952","N/A","0.462","N/A","0.317","0.734","N/A","N/A","-0.301","N/A",1,4,3,1,3,0,2,0,2,3,0,0,1,0
"Silverado Resort",38.3563023,-122.2563343,"-1.074","1.126","-1.666","-0.777","-1.362","N/A","1.768","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,4,1,1,1,0,4,0,1,1,0,0,1,0
"Sisquoc",34.8618175,-120.2943946,"0.302","-0.883","0.563","-0.123","-0.501","N/A","-0.691","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,3,1,1,0,1,0,1,1,0,0,1,0
"Sleepy Hollow",38.0120356,-122.5876053,"-0.985","0.076","-0.933","-1","-0.928","N/A","0.315","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,1,1,1,0,2,0,1,1,0,0,1,0
"Smith River",41.923802,-124.1478252,"-0.414","-1.379","1.259","1.277","2.211","N/A","-0.921","N/A","-0.153","-0.086","N/A","N/A","-0.295","N/A",1,1,4,4,4,0,1,0,1,1,0,0,1,0
"Soquel",36.9977584,-121.9482511,"0.124","-0.505","-0.426","-0.093","-0.145","-0.281","-0.214","1.078","-0.153","-0.088","N/A","N/A","-0.309","N/A",2,1,1,1,1,1,1,4,1,1,0,0,1,0
"South Monrovia Island",34.1234267,-117.9958566,"0.177","-0.544","-0.164","2.12","0.577","N/A","-0.531","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,1,4,3,0,1,0,1,1,0,0,1,0
"South San Gabriel",34.0477943,-118.095678,"0.093","0.388","-0.385","2.063","0.083","2.331","0.347","1.245","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,2,1,4,2,4,2,4,1,1,0,0,1,0
"South San Jose Hills",34.0122818,-117.9042225,"0.432","0.103","-0.039","2.29","0.869","0.709","-0.242","1.296","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,2,1,4,3,3,1,4,1,1,0,0,1,0
"South Whittier",33.9330802,-118.0307712,"0.101","-0.161","-0.293","1.547","0.087","1.162","-0.559","1.319","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,1,4,2,4,1,4,1,1,0,0,1,0
"Spreckels",36.6247156,-121.646487,"-1.074","-0.421","0.185","-1.333","-1.448","2.042","-0.365","0.344","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,2,1,1,4,1,2,1,1,0,0,1,0
"Spring Valley",32.7299478,-116.9764015,"-0.008","-0.315","-0.337","0.772","0.224","0.542","-0.341","0.686","-0.138","-0.088","N/A","N/A","-0.309","N/A",1,1,1,3,2,3,1,3,1,1,0,0,1,0
"Stanford",37.4270236,-122.167744,"-0.698","0.12","-0.571","-0.382","-0.163","-1.214","-1.008","2.815","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,1,1,1,1,1,4,1,1,0,0,1,0
"Stevenson Ranch",34.38772,-118.5843591,"-0.572","-0.636","-1.48","0.193","-0.463","N/A","-1.05","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,0,1,0,1,1,0,0,1,0
"Stinson Beach",37.907823,-122.6393174,"-0.821","0.464","-1.093","-1.404","-1.02","0.511","1.283","2.359","-0.157","-0.088","N/A","N/A","-0.091","N/A",1,2,1,1,1,3,4,4,1,1,0,0,1,0
"Strawberry",37.8912497,-122.5091657,"-0.564","-0.075","-1.234","-0.074","-0.761","-0.22","-0.271","2.54","-0.157","-0.088","N/A","N/A","-0.133","N/A",1,1,1,1,1,1,1,4,1,1,0,0,1,0
"Summerland",34.4284117,-119.593075,"-1.011","1.507","-1.86","-1.495","-0.502","1.41","1.12","1.249","-0.157","-0.088","N/A","N/A","-0.308","N/A",1,4,1,1,1,4,4,4,1,1,0,0,1,0
"Sunol",37.5859346,-121.8804556,"0.055","-0.059","-1.217","-0.502","-0.478","1.963","0.147","1.177","-0.153","-0.087","N/A","N/A","-0.309","N/A",2,1,1,1,1,4,2,4,1,1,0,0,1,0
"Sun Village",34.5595244,-117.9567582,"0.925","0.409","0.014","1.375","1.437","N/A","-0.255","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",3,2,2,4,4,0,1,0,1,1,0,0,1,0
"Talmage",39.131198,-123.1638376,"0.932","0.826","0.489","0.51","1.138","2.039","0.126","-0.734","-0.157","-0.088","N/A","N/A","-0.309","N/A",3,3,2,3,4,4,2,1,1,1,0,0,1,0
"Tamalpais-Homestead Valley",37.8790388,-122.5377851,"-0.889","-0.806","-2.053","-0.768","-0.858","-0.193","-0.38","1.731","-0.157","-0.088","N/A","N/A","-0.209","N/A",1,1,1,1,1,1,1,4,1,1,0,0,1,0
"Tara Hills",37.9938517,-122.3187528,"-0.521","-0.485","-0.538","1.018","-0.187","0.446","-0.521","1.018","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,4,1,2,1,4,1,1,0,0,1,0
"Temelec",38.257755,-122.498198,"-0.825","2.612","0.233","-1.559","-0.943","0.291","3.243","0.598","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,4,2,1,1,2,4,3,1,1,0,0,1,0
"Templeton",35.5559827,-120.7182087,"-0.368","-0.226","-0.175","-0.385","-0.783","0.618","-0.151","-0.408","-0.149","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,3,1,1,1,1,0,0,1,0
"Timber Cove",38.5410889,-123.258786,"-1.074","-0.382","0.485","-1.066","0.462","N/A","-0.113","N/A","-0.157","-0.088","N/A","N/A","-0.307","N/A",1,1,2,1,2,0,1,0,1,1,0,0,1,0
"Tomales",38.2470303,-122.9053554,"-0.554","-2.456","0.208","-1.291","-1.158","-1.475","-0.633","0.532","-0.05","0.279","N/A","N/A","-0.309","N/A",1,1,2,1,1,1,1,3,1,2,0,0,1,0
"Topanga",34.0967768,-118.6060209,"-0.76","-0.38","-1.499","-0.562","-0.51","N/A","-0.247","N/A","-0.157","-0.088","N/A","N/A","-0.308","N/A",1,1,1,1,1,0,1,0,1,1,0,0,1,0
"Toro Canyon",34.423004,-119.5607287,"-0.782","0.764","-1.825","-0.252","-0.72","0.227","1.011","1.335","-0.157","-0.088","N/A","N/A","-0.306","N/A",1,3,1,1,1,2,4,4,1,1,0,0,1,0
"Twin Lakes",36.9613777,-121.9917482,"-0.306","0.085","-0.393","0.219","0.071","0.149","-0.049","1.886","-0.157","-0.088","N/A","N/A","-0.282","N/A",1,2,1,2,2,2,1,4,1,1,0,0,1,0
"Valinda",34.0400358,-117.9300524,"0.11","-0.323","-0.4","1.937","0.318","0.714","-0.428","1.34","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,1,4,2,3,1,4,1,1,0,0,1,0
"Valley Center",33.2330383,-117.0157443,"-0.322","0.048","-0.614","-0.041","-0.351","0.115","0.04","0.25","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,1,1,1,2,2,2,1,1,0,0,1,0
"Valley Ford",38.3245599,-122.914733,"5.348","-2.604","2.832","2.959","1.97","N/A","-2.729","N/A","-0.157","-0.088","N/A","N/A","-0.126","N/A",4,1,4,4,4,0,1,0,1,1,0,0,1,0
"Val Verde",34.4504231,-118.6717843,"-0.272","-0.988","-0.007","1.286","0.287","0.869","-1.256","0.076","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,4,2,3,1,2,1,1,0,0,1,0
"Vandenberg AFB",34.7189408,-120.4903646,"-0.84","0.003","0.222","0.621","-0.741","N/A","-1.505","-0.449","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,2,3,1,0,1,1,1,1,0,0,1,0
"Vandenberg Village",34.71174,-120.4619329,"-0.534","-0.076","-0.574","-0.044","-0.59","0.147","0.337","-0.127","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,2,2,1,1,1,0,0,1,0
"View Park-Windsor Hills",33.9944725,-118.3477617,"-0.171","-0.027","-0.772","0.75","-0.085","0.772","0.416","1.236","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,3,1,3,2,4,1,1,0,0,1,0
"Vine Hill",38.0071245,-122.0873237,"-0.111","-0.056","-0.477","0.663","-0.282","1.863","-0.627","0.587","-0.157","-0.088","N/A","N/A","-0.25","N/A",1,1,1,3,1,4,1,3,1,1,0,0,1,0
"Walnut Park",33.9682323,-118.2219715,"0.908","-0.069","0.26","2.647","1.127","0.268","-0.466","2.053","-0.157","-0.088","N/A","N/A","-0.309","N/A",3,1,2,4,4,2,1,4,1,1,0,0,1,0
"Weott",40.3227715,-123.9206222,"-1.074","-1.139","0.693","-1.594","-0.157","N/A","-1.409","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,3,1,1,0,1,0,1,1,0,0,1,0
"West Athens",33.9234553,-118.3032972,"0.386","-0.526","-0.018","1.81","0.51","1.544","-0.418","0.89","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,1,4,3,4,1,3,1,1,0,0,1,0
"West Carson",33.8231392,-118.2936849,"0.156","0.054","-0.013","1.433","-0.078","0.606","0.118","1.189","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,2,1,4,1,3,2,4,1,1,0,0,1,0
"Westhaven-Moonstone",41.0361005,-124.0907834,"-1.045","0.896","0.241","-0.686","-0.496","1.343","0.687","-1.296","-0.157","-0.088","N/A","N/A","-0.266","N/A",1,3,2,1,1,4,3,1,1,1,0,0,1,0
"West Menlo Park",37.4337899,-122.2034156,"-0.625","-0.992","-2.465","-0.395","-0.716","-0.086","-1.001","3.287","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,1,1,4,1,1,0,0,1,0
"Westmont",33.9416787,-118.3018377,"1.99","0.038","0.204","2.327","1.592","1.572","-0.607","1.839","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,2,2,4,4,4,1,4,1,1,0,0,1,0
"West Puente Valley",34.0522802,-117.9667167,"0.254","0.385","-0.466","1.808","0.877","1.188","0.364","1.32","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,2,1,4,3,4,2,4,1,1,0,0,1,0
"West Rancho Dominguez",33.9043316,-118.2677765,"1.014","-0.129","-0.029","1.979","1.14","N/A","-0.384","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,1,1,4,4,0,1,0,1,1,0,0,1,0
"West Whittier-Los Nietos",33.9760012,-118.0689253,"0.037","0.053","-0.171","1.657","0.27","0.953","-0.126","1.235","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,2,1,4,2,3,1,4,1,1,0,0,1,0
"Whitley Gardens",35.6563222,-120.5081122,"-1.074","-1.721","2.556","-1.485","-0.427","N/A","0.038","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,4,1,1,0,2,0,1,1,0,0,1,0
"Willowbrook",33.9189317,-118.236045,"1.607","-0.386","0.134","2.529","1.783","0.73","-1.121","1.405","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,1,2,4,4,3,1,4,1,1,0,0,1,0
"Willow Creek",40.9393305,-123.6410997,"-0.82","0.346","0.81","-0.807","-0.529","1.884","-0.017","-1.193","-0.13","-0.073","N/A","N/A","-0.309","N/A",1,2,3,1,1,4,1,1,1,1,0,0,1,0
"Winter Gardens",32.8375271,-116.9265645,"0.045","-0.481","0.13","-0.043","-0.03","0.049","-0.474","0.732","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,2,1,1,2,1,3,1,1,0,0,1,0
"Woodacre",38.0051738,-122.6383098,"-0.353","0.756","-0.287","-1.197","-0.756","-0.033","1.389","1.297","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,3,1,1,1,1,4,4,1,1,0,0,1,0
"Woodlands",35.0288731,-120.5523934,"-1.074","1.438","-2.071","-0.927","-0.986","N/A","2.051","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,4,1,1,1,0,4,0,1,1,0,0,1,0
"Zayante",37.0888696,-122.04136,"-0.73","-1.672","0.629","-0.408","-0.261","N/A","-1.117","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,3,1,1,0,1,0,1,1,0,0,1,0
"Acampo",38.1735286,-121.2798915,"-1.074","-0.31","1.01","-0.666","-1.448","N/A","0.479","N/A","-0.157","-0.088","N/A","N/A","N/A","N/A",1,1,4,1,1,0,2,0,1,1,0,0,0,0
"Crockett",38.0519195,-122.2201268,"-0.666","-0.524","-0.33","-0.039","-0.249","0.719","-0.545","0.686","-0.157","-0.088","N/A","N/A","N/A","N/A",1,1,1,1,1,3,1,3,1,1,0,0,0,0
"Port Costa",38.0445423,-122.1849439,"-1.074","-2.424","0.531","-0.56","-1.448","N/A","-0.879","0.051","-0.157","-0.088","N/A","N/A","N/A","N/A",1,1,3,1,1,0,1,2,1,1,0,0,0,0
